_year,_category,_parsed_date,company,subject,description,heading,title,announcementType,type,date,announcementDate,publishedDate,createdDate,id,announcementId,announcementCategory,category,remarks,_date_field
2021,New Listings Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,05 Nov 2021 12:28:46 PM,10622,12288,NEW LISTINGS RELATED NOTICES,59,EX.PACK CORRUGATED CARTONS LIMITED - RELEASE OF HALF YEARLY FINANCIAL STATEMENTS AS AT 30TH SEPTEMBER 2021,createdDate
2021,New Listings Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,03 Nov 2021 02:33:08 PM,10610,12274,NEW LISTINGS RELATED NOTICES,59,EX.PACK CORRUGATED CARTONS LIMITED - INITIAL PUBLIC OFFERING,createdDate
2021,New Listings Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,03 Nov 2021 10:53:01 AM,10604,12272,NEW LISTINGS RELATED NOTICES,59,"EX.PACK CORRUGATED CARTONS LIMITED - INITIAL PUBLIC OFFERING (Total final figures in respect of the applications processed)
",createdDate
2021,New Listings Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,26 Oct 2021 11:36:55 AM,10512,12158,NEW LISTINGS RELATED NOTICES,59,Lanka Credit and Business Finance Ltd - IPO 2021 Oversubscribed,createdDate
2021,New Listings Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,18 Oct 2021 08:03:49 PM,10455,12105,NEW LISTINGS RELATED NOTICES,59,DISCLOSURE REGARDING THE ADDENDUM TO THE PROSPECTUS OF EX-PACK CORRUGATED CARTONS LIMITED,createdDate
2021,New Listings Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,18 Oct 2021 05:58:46 PM,10454,12104,NEW LISTINGS RELATED NOTICES,59,SARVODAYA DEVELOPMENT FINANCE LIMITED-INITIAL PUBLIC OFFERING OF ORDINARY VOTING SHARES,createdDate
2021,New Listings Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,13 Oct 2021 12:02:22 PM,10413,12049,NEW LISTINGS RELATED NOTICES,59,LOLC Ceylon Holdings Limited - Circular on Listing via Debenture Issue,createdDate
2021,New Listings Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,05 Oct 2021 05:46:54 PM,10317,11940,NEW LISTINGS RELATED NOTICES,59,"LOLC CEYLON HOLDINGS LIMITED - DEBENTURE ISSUE 
RE: BASIS OF ALLOTMENT

",createdDate
2021,New Listings Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,05 Oct 2021 04:22:28 PM,10314,11935,NEW LISTINGS RELATED NOTICES,59,"LOLC CEYLON HOLDINGS LIMITED - DEBENTURE ISSUE
RE: FINAL FIGURES IN RESPECT OF THE APPLICATIONS PROCESSED",createdDate
2021,New Listings Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,29 Sep 2021 06:01:04 PM,10209,11803,NEW LISTINGS RELATED NOTICES,59,LOLC CEYLON HOLDINGS LIMITED - DEBENTURE ISSUE (OVERSUBSCRIBED),createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,31 Dec 2021 01:05:05 PM,11349,13111,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,28 Dec 2021 01:09:31 PM,11296,13049,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,27 Dec 2021 01:59:04 PM,11272,13019,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,27 Dec 2021 01:08:01 PM,11270,13017,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,21 Dec 2021 01:06:39 PM,11200,12935,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,20 Dec 2021 01:04:12 PM,11170,12899,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,17 Dec 2021 01:05:26 PM,11145,12862,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,16 Dec 2021 01:04:29 PM,11127,12841,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,15 Dec 2021 01:06:21 PM,11106,12817,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,14 Dec 2021 01:05:49 PM,11081,12795,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,08 Dec 2021 01:05:27 PM,11022,12729,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,03 Dec 2021 01:04:24 PM,10963,12683,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,02 Dec 2021 01:09:05 PM,10945,12666,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,01 Dec 2021 01:07:01 PM,10929,12645,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,29 Nov 2021 01:05:41 PM,10887,12599,BUY-IN BOARD DISCLOSURES,60,,createdDate
